HelioClim-3 Database of Solar Irradiance v5 (derived from satellite data);;;;;;;
;;;;
Provider;MINES ParisTech / Armines / Transvalor (France);;;;;;;;;;
2024.0;1.0;12.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;12.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;12.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;12.0;8.0;77.1;77.1;65.5;88.7;2.0;300.3;80.1;77.1
2024.0;1.0;12.0;9.0;267.6;267.6;227.4;307.7;2.0;615.6;319.9;267.6
2024.0;1.0;12.0;10.0;438.3;438.3;372.6;504.1;2.0;886.4;562.3;438.3
2024.0;1.0;12.0;11.0;641.3;641.3;545.1;737.5;2.0;1094.1;756.7;641.3
2024.0;1.0;12.0;12.0;791.0;791.0;672.3;909.6;2.0;1224.7;881.1;791.0
2024.0;1.0;12.0;13.0;986.9;986.9;838.8;1134.9;2.0;1269.3;923.8;986.9
2024.0;1.0;12.0;14.0;804.4;804.4;683.8;925.1;2.0;1224.7;881.1;804.4
2024.0;1.0;12.0;15.0;620.1;620.1;527.1;713.2;2.0;1094.1;756.7;620.1
2024.0;1.0;12.0;16.0;531.8;531.8;452.0;611.6;2.0;886.4;562.3;531.8
2024.0;1.0;12.0;17.0;255.7;255.7;217.3;294.1;2.0;615.6;319.9;255.7
2024.0;1.0;12.0;18.0;72.3;72.3;61.5;83.2;2.0;300.3;80.1;72.3
2024.0;1.0;12.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;12.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;12.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;12.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;12.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;12.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;8.0;77.0;77.0;65.5;88.6;2.0;300.9;80.5;77.0
2024.0;1.0;13.0;9.0;274.1;274.1;233.0;315.3;2.0;616.5;320.7;274.1
2024.0;1.0;13.0;10.0;599.2;599.2;509.4;689.1;2.0;887.5;563.4;599.2
2024.0;1.0;13.0;11.0;742.0;742.0;630.7;853.2;2.0;1095.5;758.1;742.0
2024.0;1.0;13.0;12.0;752.8;752.8;639.9;865.8;2.0;1226.2;882.6;752.8
2024.0;1.0;13.0;13.0;834.8;834.8;709.6;959.9;2.0;1270.8;925.3;834.8
2024.0;1.0;13.0;14.0;763.7;763.7;649.1;878.2;2.0;1226.2;882.6;763.7
2024.0;1.0;13.0;15.0;729.4;729.4;620.0;838.8;2.0;1095.5;758.1;729.4
2024.0;1.0;13.0;16.0;562.8;562.8;478.4;647.2;2.0;887.5;563.4;562.8
2024.0;1.0;13.0;17.0;285.7;285.7;243.0;328.6;2.0;616.5;320.7;285.7
2024.0;1.0;13.0;18.0;64.8;64.8;55.1;74.6;2.0;300.9;80.5;64.8
2024.0;1.0;13.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;13.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;8.0;87.3;87.3;74.1;100.4;2.0;301.5;80.9;87.3
2024.0;1.0;14.0;9.0;317.5;317.5;269.9;365.1;2.0;617.4;321.5;317.5
2024.0;1.0;14.0;10.0;588.7;588.7;500.5;677.1;2.0;888.7;564.5;588.7
2024.0;1.0;14.0;11.0;675.6;675.6;574.3;777.0;2.0;1096.9;759.4;675.6
2024.0;1.0;14.0;12.0;947.1;947.1;805.0;1089.2;2.0;1227.7;884.1;947.1
2024.0;1.0;14.0;13.0;718.8;718.8;611.0;826.6;2.0;1272.3;926.9;718.8
2024.0;1.0;14.0;14.0;934.1;934.1;793.9;1074.2;2.0;1227.7;884.1;934.1
2024.0;1.0;14.0;15.0;701.9;701.9;596.6;807.2;2.0;1096.9;759.4;701.9
2024.0;1.0;14.0;16.0;508.7;508.7;432.3;584.9;2.0;888.7;564.5;508.7
2024.0;1.0;14.0;17.0;268.4;268.4;228.1;308.6;2.0;617.4;321.5;268.4
2024.0;1.0;14.0;18.0;76.1;76.1;64.7;87.6;2.0;301.5;80.9;76.1
2024.0;1.0;14.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;14.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;8.0;63.4;63.4;53.9;72.9;2.0;302.1;81.3;63.4
2024.0;1.0;15.0;9.0;276.5;276.5;235.1;318.0;2.0;618.3;322.4;276.5
2024.0;1.0;15.0;10.0;495.5;495.5;421.2;569.9;2.0;889.9;565.6;495.5
2024.0;1.0;15.0;11.0;721.5;721.5;613.3;829.7;2.0;1098.3;760.8;721.5
2024.0;1.0;15.0;12.0;745.9;745.9;634.0;857.8;2.0;1229.3;885.6;745.9
2024.0;1.0;15.0;13.0;784.0;784.0;666.4;901.5;2.0;1274.0;928.4;784.0
2024.0;1.0;15.0;14.0;730.9;730.9;621.3;840.5;2.0;1229.3;885.6;730.9
2024.0;1.0;15.0;15.0;681.7;681.7;579.4;783.9;2.0;1098.3;760.8;681.7
2024.0;1.0;15.0;16.0;429.7;429.7;365.2;494.1;2.0;889.9;565.6;429.7
2024.0;1.0;15.0;17.0;334.9;334.9;284.6;385.1;2.0;618.3;322.4;334.9
2024.0;1.0;15.0;18.0;72.8;72.8;61.9;83.9;2.0;302.1;81.3;72.8
2024.0;1.0;15.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;15.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;8.0;64.1;64.1;54.5;73.7;2.0;302.8;81.7;64.1
2024.0;1.0;16.0;9.0;287.9;287.9;244.7;331.0;2.0;619.3;323.2;287.9
2024.0;1.0;16.0;10.0;547.8;547.8;465.7;630.1;2.0;891.2;566.8;547.8
2024.0;1.0;16.0;11.0;666.6;666.6;566.6;766.6;2.0;1099.8;762.3;666.6
2024.0;1.0;16.0;12.0;863.5;863.5;734.0;993.0;2.0;1230.9;887.2;863.5
2024.0;1.0;16.0;13.0;772.4;772.4;656.6;888.2;2.0;1275.6;930.1;772.4
2024.0;1.0;16.0;14.0;870.3;870.3;739.7;1000.8;2.0;1230.9;887.2;870.3
2024.0;1.0;16.0;15.0;609.8;609.8;518.3;701.1;2.0;1099.8;762.3;609.8
2024.0;1.0;16.0;16.0;465.8;465.8;396.0;535.7;2.0;891.2;566.8;465.8
2024.0;1.0;16.0;17.0;286.7;286.7;243.7;329.7;2.0;619.3;323.2;286.7
2024.0;1.0;16.0;18.0;64.8;64.8;55.1;74.5;2.0;302.8;81.7;64.8
2024.0;1.0;16.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;16.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;8.0;63.6;63.6;54.0;73.1;2.0;303.4;82.1;63.6
2024.0;1.0;17.0;9.0;283.3;283.3;240.9;325.9;2.0;620.3;324.1;283.3
2024.0;1.0;17.0;10.0;466.2;466.2;396.3;536.0;2.0;892.5;568.1;466.2
2024.0;1.0;17.0;11.0;703.3;703.3;597.8;808.8;2.0;1101.3;763.7;703.3
2024.0;1.0;17.0;12.0;811.9;811.9;690.0;933.6;2.0;1232.5;888.8;811.9
2024.0;1.0;17.0;13.0;797.3;797.3;677.8;917.0;2.0;1277.3;931.7;797.3
2024.0;1.0;17.0;14.0;733.1;733.1;623.1;843.0;2.0;1232.5;888.8;733.1
2024.0;1.0;17.0;15.0;760.8;760.8;646.6;874.9;2.0;1101.3;763.7;760.8
2024.0;1.0;17.0;16.0;498.5;498.5;423.7;573.2;2.0;892.5;568.1;498.5
2024.0;1.0;17.0;17.0;315.3;315.3;268.0;362.6;2.0;620.3;324.1;315.3
2024.0;1.0;17.0;18.0;81.5;81.5;69.2;93.7;2.0;303.4;82.1;81.5
2024.0;1.0;17.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;17.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;8.0;64.0;64.0;54.4;73.6;2.0;304.1;82.5;64.0
2024.0;1.0;18.0;9.0;285.5;285.5;242.7;328.3;2.0;621.3;325.0;285.5
2024.0;1.0;18.0;10.0;433.9;433.9;368.8;499.0;2.0;893.8;569.3;433.9
2024.0;1.0;18.0;11.0;658.0;658.0;559.3;756.6;2.0;1102.8;765.2;658.0
2024.0;1.0;18.0;12.0;756.8;756.8;643.3;870.4;2.0;1234.2;890.4;756.8
2024.0;1.0;18.0;13.0;801.1;801.1;681.0;921.3;2.0;1279.0;933.4;801.1
2024.0;1.0;18.0;14.0;870.2;870.2;739.6;1000.7;2.0;1234.2;890.4;870.2
2024.0;1.0;18.0;15.0;639.8;639.8;543.8;735.7;2.0;1102.8;765.2;639.8
2024.0;1.0;18.0;16.0;492.5;492.5;418.7;566.5;2.0;893.8;569.3;492.5
2024.0;1.0;18.0;17.0;331.7;331.7;281.9;381.4;2.0;621.3;325.0;331.7
2024.0;1.0;18.0;18.0;82.7;82.7;70.2;95.0;2.0;304.1;82.5;82.7
2024.0;1.0;18.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;18.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;8.0;78.6;78.6;66.7;90.4;2.0;304.8;83.0;78.6
2024.0;1.0;19.0;9.0;264.6;264.6;224.9;304.3;2.0;622.4;326.0;264.6
2024.0;1.0;19.0;10.0;610.9;610.9;519.3;702.5;2.0;895.1;570.6;610.9
2024.0;1.0;19.0;11.0;677.7;677.7;576.0;779.4;2.0;1104.4;766.8;677.7
2024.0;1.0;19.0;12.0;877.1;877.1;745.5;1008.6;2.0;1235.9;892.1;877.1
2024.0;1.0;19.0;13.0;961.3;961.3;817.2;1105.5;2.0;1280.8;935.2;961.3
2024.0;1.0;19.0;14.0;860.3;860.3;731.3;989.5;2.0;1235.9;892.1;860.3
2024.0;1.0;19.0;15.0;770.1;770.1;654.6;885.6;2.0;1104.4;766.8;770.1
2024.0;1.0;19.0;16.0;489.3;489.3;415.9;562.8;2.0;895.1;570.6;489.3
2024.0;1.0;19.0;17.0;307.4;307.4;261.2;353.5;2.0;622.4;326.0;307.4
2024.0;1.0;19.0;18.0;77.7;77.7;66.0;89.4;2.0;304.8;83.0;77.7
2024.0;1.0;19.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;19.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;8.0;84.9;84.9;72.1;97.6;2.0;305.5;83.4;84.9
2024.0;1.0;20.0;9.0;322.2;322.2;273.9;370.5;2.0;623.5;326.9;322.2
2024.0;1.0;20.0;10.0;592.8;592.8;503.9;681.7;2.0;896.5;571.9;592.8
2024.0;1.0;20.0;11.0;685.4;685.4;582.6;788.3;2.0;1106.0;768.3;685.4
2024.0;1.0;20.0;12.0;893.8;893.8;759.8;1027.9;2.0;1237.7;893.9;893.8
2024.0;1.0;20.0;13.0;740.0;740.0;629.0;851.0;2.0;1282.6;937.0;740.0
2024.0;1.0;20.0;14.0;876.0;876.0;744.5;1007.3;2.0;1237.7;893.9;876.0
2024.0;1.0;20.0;15.0;585.8;585.8;498.0;673.8;2.0;1106.0;768.3;585.8
2024.0;1.0;20.0;16.0;541.0;541.0;459.9;622.2;2.0;896.5;571.9;541.0
2024.0;1.0;20.0;17.0;315.2;315.2;267.9;362.5;2.0;623.5;326.9;315.2
2024.0;1.0;20.0;18.0;64.3;64.3;54.7;73.9;2.0;305.5;83.4;64.3
2024.0;1.0;20.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;20.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;8.0;73.0;73.0;62.0;84.0;2.0;306.3;83.9;73.0
2024.0;1.0;21.0;9.0;297.4;297.4;252.8;342.0;2.0;624.6;327.9;297.4
2024.0;1.0;21.0;10.0;615.0;615.0;522.8;707.3;2.0;897.9;573.3;615.0
2024.0;1.0;21.0;11.0;733.1;733.1;623.2;843.1;2.0;1107.6;769.9;733.1
2024.0;1.0;21.0;12.0;781.5;781.5;664.3;898.7;2.0;1239.5;895.6;781.5
2024.0;1.0;21.0;13.0;847.4;847.4;720.3;974.5;2.0;1284.5;938.8;847.4
2024.0;1.0;21.0;14.0;945.3;945.3;803.5;1087.1;2.0;1239.5;895.6;945.3
2024.0;1.0;21.0;15.0;600.6;600.6;510.5;690.7;2.0;1107.6;769.9;600.6
2024.0;1.0;21.0;16.0;486.9;486.9;413.9;559.9;2.0;897.9;573.3;486.9
2024.0;1.0;21.0;17.0;257.9;257.9;219.1;296.6;2.0;624.6;327.9;257.9
2024.0;1.0;21.0;18.0;88.4;88.4;75.1;101.6;2.0;306.3;83.9;88.4
2024.0;1.0;21.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;21.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;8.0;71.1;71.1;60.4;81.8;2.0;307.0;84.4;71.1
2024.0;1.0;22.0;9.0;260.1;260.1;221.1;299.2;2.0;625.7;328.9;260.1
2024.0;1.0;22.0;10.0;452.9;452.9;384.9;520.8;2.0;899.3;574.6;452.9
2024.0;1.0;22.0;11.0;702.7;702.7;597.2;808.1;2.0;1109.3;771.6;702.7
2024.0;1.0;22.0;12.0;822.3;822.3;698.9;945.6;2.0;1241.3;897.4;822.3
2024.0;1.0;22.0;13.0;958.4;958.4;814.7;1102.2;2.0;1286.3;940.6;958.4
2024.0;1.0;22.0;14.0;796.1;796.1;676.7;915.6;2.0;1241.3;897.4;796.1
2024.0;1.0;22.0;15.0;587.1;587.1;499.1;675.2;2.0;1109.3;771.6;587.1
2024.0;1.0;22.0;16.0;549.6;549.6;467.1;632.0;2.0;899.3;574.6;549.6
2024.0;1.0;22.0;17.0;295.8;295.8;251.4;340.2;2.0;625.7;328.9;295.8
2024.0;1.0;22.0;18.0;83.1;83.1;70.6;95.5;2.0;307.0;84.4;83.1
2024.0;1.0;22.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;22.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;23.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;23.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;23.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;23.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;23.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;23.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;23.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;23.0;8.0;74.1;74.1;63.0;85.2;2.0;307.8;84.9;74.1
2024.0;1.0;23.0;9.0;250.3;250.3;212.7;287.9;2.0;626.8;329.9;250.3
2024.0;1.0;23.0;10.0;509.7;509.7;433.2;586.1;2.0;900.8;576.0;509.7
2024.0;1.0;23.0;11.0;780.6;780.6;663.5;897.6;2.0;1111.0;773.2;780.6
2024.0;1.0;23.0;12.0;712.3;712.3;605.5;819.2;2.0;1243.2;899.2;712.3
2024.0;1.0;23.0;13.0;931.5;931.5;791.7;1071.2;2.0;1288.2;942.5;931.5
2024.0;1.0;23.0;14.0;831.6;831.6;706.9;956.3;2.0;1243.2;899.2;831.6
2024.0;1.0;23.0;15.0;605.2;605.2;514.4;695.9;2.0;1111.0;773.2;605.2
2024.0;1.0;23.0;16.0;621.6;621.6;528.3;714.9;2.0;900.8;576.0;621.6
2024.0;1.0;23.0;17.0;293.7;293.7;249.6;337.6;2.0;626.8;329.9;293.7
2024.0;1.0;23.0;18.0;66.5;66.5;56.5;76.4;2.0;307.8;84.9;66.5
2024.0;1.0;23.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;23.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;23.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;1.0;23.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
